transaction_id,transaction_date,transaction_time,store_id,store_location,product_id,transaction_qty,unit_price,product_category,product_type,product_detail,Size,Total Bill,Month Name,Day Name,Hour,Day of Week,Month
130923,6/15/2023,9:32:07 AM,3,Astoria,45,1,3,Tea,Brewed herbal tea,Peppermint,Large,3,June,Thursday,9,4,6
131166,6/15/2023,10:45:52 AM,3,Astoria,45,1,3,Tea,Brewed herbal tea,Peppermint,Large,3,June,Thursday,10,4,6
131442,6/15/2023,3:00:09 PM,3,Astoria,45,1,3,Tea,Brewed herbal tea,Peppermint,Large,3,June,Thursday,15,4,6
132915,6/16/2023,5:39:04 PM,3,Astoria,45,1,3,Tea,Brewed herbal tea,Peppermint,Large,3,June,Friday,17,5,6
132944,6/16/2023,6:16:21 PM,3,Astoria,45,1,3,Tea,Brewed herbal tea,Peppermint,Large,3,June,Friday,18,5,6
133226,6/17/2023,7:44:27 AM,3,Astoria,45,1,3,Tea,Brewed herbal tea,Peppermint,Large,3,June,Saturday,7,6,6
133498,6/17/2023,9:47:36 AM,3,Astoria,45,1,3,Tea,Brewed herbal tea,Peppermint,Large,3,June,Saturday,9,6,6
133501,6/17/2023,9:49:01 AM,3,Astoria,45,1,3,Tea,Brewed herbal tea,Peppermint,Large,3,June,Saturday,9,6,6
134681,6/18/2023,9:54:47 AM,3,Astoria,45,1,3,Tea,Brewed herbal tea,Peppermint,Large,3,June,Sunday,9,0,6
134944,6/18/2023,11:39:57 AM,3,Astoria,45,1,3,Tea,Brewed herbal tea,Peppermint,Large,3,June,Sunday,11,0,6
136005,6/19/2023,9:44:36 AM,3,Astoria,45,1,3,Tea,Brewed herbal tea,Peppermint,Large,3,June,Monday,9,1,6
136490,6/19/2023,3:00:09 PM,3,Astoria,45,1,3,Tea,Brewed herbal tea,Peppermint,Large,3,June,Monday,15,1,6
136546,6/19/2023,3:54:25 PM,3,Astoria,45,1,3,Tea,Brewed herbal tea,Peppermint,Large,3,June,Monday,15,1,6
136570,6/19/2023,4:24:10 PM,3,Astoria,45,1,3,Tea,Brewed herbal tea,Peppermint,Large,3,June,Monday,16,1,6
136982,6/20/2023,8:34:24 AM,3,Astoria,45,1,3,Tea,Brewed herbal tea,Peppermint,Large,3,June,Tuesday,8,2,6
137062,6/20/2023,8:56:02 AM,3,Astoria,45,1,3,Tea,Brewed herbal tea,Peppermint,Large,3,June,Tuesday,8,2,6
137164,6/20/2023,9:20:53 AM,3,Astoria,45,1,3,Tea,Brewed herbal tea,Peppermint,Large,3,June,Tuesday,9,2,6
137348,6/20/2023,10:16:11 AM,3,Astoria,45,1,3,Tea,Brewed herbal tea,Peppermint,Large,3,June,Tuesday,10,2,6
137377,6/20/2023,10:25:13 AM,3,Astoria,45,1,3,Tea,Brewed herbal tea,Peppermint,Large,3,June,Tuesday,10,2,6
137478,6/20/2023,10:53:45 AM,3,Astoria,45,1,3,Tea,Brewed herbal tea,Peppermint,Large,3,June,Tuesday,10,2,6
137507,6/20/2023,11:25:36 AM,3,Astoria,45,1,3,Tea,Brewed herbal tea,Peppermint,Large,3,June,Tuesday,11,2,6
137630,6/20/2023,2:18:59 PM,3,Astoria,45,1,3,Tea,Brewed herbal tea,Peppermint,Large,3,June,Tuesday,14,2,6
137676,6/20/2023,2:54:24 PM,3,Astoria,45,1,3,Tea,Brewed herbal tea,Peppermint,Large,3,June,Tuesday,14,2,6
137808,6/20/2023,5:06:53 PM,3,Astoria,45,1,3,Tea,Brewed herbal tea,Peppermint,Large,3,June,Tuesday,17,2,6
137887,6/20/2023,7:10:06 PM,3,Astoria,45,1,3,Tea,Brewed herbal tea,Peppermint,Large,3,June,Tuesday,19,2,6
137890,6/20/2023,7:13:31 PM,3,Astoria,45,1,3,Tea,Brewed herbal tea,Peppermint,Large,3,June,Tuesday,19,2,6
138130,6/21/2023,8:30:02 AM,3,Astoria,45,1,3,Tea,Brewed herbal tea,Peppermint,Large,3,June,Wednesday,8,3,6
138516,6/21/2023,10:20:10 AM,3,Astoria,45,1,3,Tea,Brewed herbal tea,Peppermint,Large,3,June,Wednesday,10,3,6
139326,6/22/2023,8:19:40 AM,3,Astoria,45,1,3,Tea,Brewed herbal tea,Peppermint,Large,3,June,Thursday,8,4,6
139646,6/22/2023,11:01:47 AM,3,Astoria,45,1,3,Tea,Brewed herbal tea,Peppermint,Large,3,June,Thursday,11,4,6
139657,6/22/2023,11:11:44 AM,3,Astoria,45,1,3,Tea,Brewed herbal tea,Peppermint,Large,3,June,Thursday,11,4,6
139882,6/22/2023,2:11:19 PM,3,Astoria,45,1,3,Tea,Brewed herbal tea,Peppermint,Large,3,June,Thursday,14,4,6
140432,6/23/2023,7:49:50 AM,3,Astoria,45,1,3,Tea,Brewed herbal tea,Peppermint,Large,3,June,Friday,7,5,6
140670,6/23/2023,9:43:22 AM,3,Astoria,45,1,3,Tea,Brewed herbal tea,Peppermint,Large,3,June,Friday,9,5,6
140896,6/23/2023,11:48:23 AM,3,Astoria,45,1,3,Tea,Brewed herbal tea,Peppermint,Large,3,June,Friday,11,5,6
140903,6/23/2023,11:53:23 AM,3,Astoria,45,1,3,Tea,Brewed herbal tea,Peppermint,Large,3,June,Friday,11,5,6
140941,6/23/2023,12:33:47 PM,3,Astoria,45,1,3,Tea,Brewed herbal tea,Peppermint,Large,3,June,Friday,12,5,6
140943,6/23/2023,12:35:32 PM,3,Astoria,45,1,3,Tea,Brewed herbal tea,Peppermint,Large,3,June,Friday,12,5,6
141121,6/23/2023,3:09:25 PM,3,Astoria,45,1,3,Tea,Brewed herbal tea,Peppermint,Large,3,June,Friday,15,5,6
141218,6/23/2023,4:40:06 PM,3,Astoria,45,1,3,Tea,Brewed herbal tea,Peppermint,Large,3,June,Friday,16,5,6
141223,6/23/2023,4:45:46 PM,3,Astoria,45,1,3,Tea,Brewed herbal tea,Peppermint,Large,3,June,Friday,16,5,6
141234,6/23/2023,4:57:42 PM,3,Astoria,45,1,3,Tea,Brewed herbal tea,Peppermint,Large,3,June,Friday,16,5,6
141253,6/23/2023,5:11:50 PM,3,Astoria,45,1,3,Tea,Brewed herbal tea,Peppermint,Large,3,June,Friday,17,5,6
141805,6/24/2023,9:42:37 AM,3,Astoria,45,1,3,Tea,Brewed herbal tea,Peppermint,Large,3,June,Saturday,9,6,6
142115,6/24/2023,12:39:12 PM,3,Astoria,45,1,3,Tea,Brewed herbal tea,Peppermint,Large,3,June,Saturday,12,6,6
142390,6/24/2023,4:04:51 PM,3,Astoria,45,1,3,Tea,Brewed herbal tea,Peppermint,Large,3,June,Saturday,16,6,6
142439,6/24/2023,4:47:14 PM,3,Astoria,45,1,3,Tea,Brewed herbal tea,Peppermint,Large,3,June,Saturday,16,6,6
142627,6/24/2023,7:53:00 PM,3,Astoria,45,1,3,Tea,Brewed herbal tea,Peppermint,Large,3,June,Saturday,19,6,6
142838,6/25/2023,8:05:31 AM,3,Astoria,45,1,3,Tea,Brewed herbal tea,Peppermint,Large,3,June,Sunday,8,0,6
143066,6/25/2023,9:47:54 AM,3,Astoria,45,1,3,Tea,Brewed herbal tea,Peppermint,Large,3,June,Sunday,9,0,6
143650,6/25/2023,5:06:33 PM,3,Astoria,45,1,3,Tea,Brewed herbal tea,Peppermint,Large,3,June,Sunday,17,0,6
143877,6/26/2023,7:00:31 AM,3,Astoria,45,1,3,Tea,Brewed herbal tea,Peppermint,Large,3,June,Monday,7,1,6
144397,6/26/2023,10:52:25 AM,3,Astoria,45,1,3,Tea,Brewed herbal tea,Peppermint,Large,3,June,Monday,10,1,6
144441,6/26/2023,11:26:52 AM,3,Astoria,45,1,3,Tea,Brewed herbal tea,Peppermint,Large,3,June,Monday,11,1,6
144702,6/26/2023,3:09:55 PM,3,Astoria,45,1,3,Tea,Brewed herbal tea,Peppermint,Large,3,June,Monday,15,1,6
144729,6/26/2023,3:35:11 PM,3,Astoria,45,1,3,Tea,Brewed herbal tea,Peppermint,Large,3,June,Monday,15,1,6
144749,6/26/2023,4:00:05 PM,3,Astoria,45,1,3,Tea,Brewed herbal tea,Peppermint,Large,3,June,Monday,16,1,6
144919,6/26/2023,6:18:17 PM,3,Astoria,45,1,3,Tea,Brewed herbal tea,Peppermint,Large,3,June,Monday,18,1,6
145152,6/27/2023,8:20:25 AM,3,Astoria,45,1,3,Tea,Brewed herbal tea,Peppermint,Large,3,June,Tuesday,8,2,6
145422,6/27/2023,9:52:13 AM,3,Astoria,45,1,3,Tea,Brewed herbal tea,Peppermint,Large,3,June,Tuesday,9,2,6
146224,6/27/2023,7:14:03 PM,3,Astoria,45,1,3,Tea,Brewed herbal tea,Peppermint,Large,3,June,Tuesday,19,2,6
146341,6/28/2023,7:58:34 AM,3,Astoria,45,1,3,Tea,Brewed herbal tea,Peppermint,Large,3,June,Wednesday,7,3,6
146862,6/28/2023,1:56:44 PM,3,Astoria,45,1,3,Tea,Brewed herbal tea,Peppermint,Large,3,June,Wednesday,13,3,6
146884,6/28/2023,2:08:22 PM,3,Astoria,45,1,3,Tea,Brewed herbal tea,Peppermint,Large,3,June,Wednesday,14,3,6
146896,6/28/2023,2:18:25 PM,3,Astoria,45,1,3,Tea,Brewed herbal tea,Peppermint,Large,3,June,Wednesday,14,3,6
146939,6/28/2023,2:46:23 PM,3,Astoria,45,1,3,Tea,Brewed herbal tea,Peppermint,Large,3,June,Wednesday,14,3,6
147089,6/28/2023,4:23:47 PM,3,Astoria,45,1,3,Tea,Brewed herbal tea,Peppermint,Large,3,June,Wednesday,16,3,6
147209,6/28/2023,5:48:47 PM,3,Astoria,45,1,3,Tea,Brewed herbal tea,Peppermint,Large,3,June,Wednesday,17,3,6
147482,6/29/2023,9:03:37 AM,3,Astoria,45,1,3,Tea,Brewed herbal tea,Peppermint,Large,3,June,Thursday,9,4,6
147520,6/29/2023,9:31:21 AM,3,Astoria,45,1,3,Tea,Brewed herbal tea,Peppermint,Large,3,June,Thursday,9,4,6
147792,6/29/2023,12:58:51 PM,3,Astoria,45,1,3,Tea,Brewed herbal tea,Peppermint,Large,3,June,Thursday,12,4,6
148043,6/29/2023,4:05:03 PM,3,Astoria,45,1,3,Tea,Brewed herbal tea,Peppermint,Large,3,June,Thursday,16,4,6
149421,6/30/2023,7:17:53 PM,3,Astoria,45,1,3,Tea,Brewed herbal tea,Peppermint,Large,3,June,Friday,19,5,6
80666,5/1/2023,11:33:29 AM,3,Astoria,45,1,3,Tea,Brewed herbal tea,Peppermint,Large,3,May,Monday,11,1,5
81671,5/2/2023,11:18:24 AM,3,Astoria,45,1,3,Tea,Brewed herbal tea,Peppermint,Large,3,May,Tuesday,11,2,5
82476,5/2/2023,7:39:47 PM,3,Astoria,45,1,3,Tea,Brewed herbal tea,Peppermint,Large,3,May,Tuesday,19,2,5
82865,5/3/2023,12:24:57 PM,3,Astoria,45,1,3,Tea,Brewed herbal tea,Peppermint,Large,3,May,Wednesday,12,3,5
82883,5/3/2023,12:42:55 PM,3,Astoria,45,1,3,Tea,Brewed herbal tea,Peppermint,Large,3,May,Wednesday,12,3,5
82886,5/3/2023,12:44:17 PM,3,Astoria,45,1,3,Tea,Brewed herbal tea,Peppermint,Large,3,May,Wednesday,12,3,5
83495,5/3/2023,6:57:29 PM,3,Astoria,45,1,3,Tea,Brewed herbal tea,Peppermint,Large,3,May,Wednesday,18,3,5
83840,5/4/2023,11:59:23 AM,3,Astoria,45,1,3,Tea,Brewed herbal tea,Peppermint,Large,3,May,Thursday,11,4,5
84042,5/4/2023,1:57:40 PM,3,Astoria,45,1,3,Tea,Brewed herbal tea,Peppermint,Large,3,May,Thursday,13,4,5
84105,5/4/2023,2:31:43 PM,3,Astoria,45,1,3,Tea,Brewed herbal tea,Peppermint,Large,3,May,Thursday,14,4,5
84443,5/4/2023,5:53:30 PM,3,Astoria,45,1,3,Tea,Brewed herbal tea,Peppermint,Large,3,May,Thursday,17,4,5
84461,5/4/2023,6:05:27 PM,3,Astoria,45,1,3,Tea,Brewed herbal tea,Peppermint,Large,3,May,Thursday,18,4,5
84864,5/5/2023,11:24:27 AM,3,Astoria,45,1,3,Tea,Brewed herbal tea,Peppermint,Large,3,May,Friday,11,5,5
84926,5/5/2023,12:01:03 PM,3,Astoria,45,1,3,Tea,Brewed herbal tea,Peppermint,Large,3,May,Friday,12,5,5
85147,5/5/2023,2:19:59 PM,3,Astoria,45,1,3,Tea,Brewed herbal tea,Peppermint,Large,3,May,Friday,14,5,5
85189,5/5/2023,2:42:16 PM,3,Astoria,45,1,3,Tea,Brewed herbal tea,Peppermint,Large,3,May,Friday,14,5,5
85396,5/5/2023,4:52:40 PM,3,Astoria,45,1,3,Tea,Brewed herbal tea,Peppermint,Large,3,May,Friday,16,5,5
85657,5/5/2023,7:51:09 PM,3,Astoria,45,1,3,Tea,Brewed herbal tea,Peppermint,Large,3,May,Friday,19,5,5
86066,5/6/2023,1:32:35 PM,3,Astoria,45,1,3,Tea,Brewed herbal tea,Peppermint,Large,3,May,Saturday,13,6,5
87333,5/7/2023,12:01:18 PM,3,Astoria,45,1,3,Tea,Brewed herbal tea,Peppermint,Large,3,May,Sunday,12,0,5
87517,5/7/2023,4:17:25 PM,3,Astoria,45,1,3,Tea,Brewed herbal tea,Peppermint,Large,3,May,Sunday,16,0,5
87601,5/7/2023,6:07:09 PM,3,Astoria,45,1,3,Tea,Brewed herbal tea,Peppermint,Large,3,May,Sunday,18,0,5
88248,5/8/2023,10:42:48 AM,3,Astoria,45,1,3,Tea,Brewed herbal tea,Peppermint,Large,3,May,Monday,10,1,5
88313,5/8/2023,11:09:47 AM,3,Astoria,45,1,3,Tea,Brewed herbal tea,Peppermint,Large,3,May,Monday,11,1,5
88392,5/8/2023,12:09:57 PM,3,Astoria,45,1,3,Tea,Brewed herbal tea,Peppermint,Large,3,May,Monday,12,1,5
88459,5/8/2023,1:13:25 PM,3,Astoria,45,1,3,Tea,Brewed herbal tea,Peppermint,Large,3,May,Monday,13,1,5
88592,5/8/2023,3:00:40 PM,3,Astoria,45,1,3,Tea,Brewed herbal tea,Peppermint,Large,3,May,Monday,15,1,5
88721,5/8/2023,4:58:47 PM,3,Astoria,45,1,3,Tea,Brewed herbal tea,Peppermint,Large,3,May,Monday,16,1,5
88884,5/8/2023,7:54:56 PM,3,Astoria,45,1,3,Tea,Brewed herbal tea,Peppermint,Large,3,May,Monday,19,1,5
89168,5/9/2023,8:39:35 AM,3,Astoria,45,1,3,Tea,Brewed herbal tea,Peppermint,Large,3,May,Tuesday,8,2,5
89201,5/9/2023,8:55:36 AM,3,Astoria,45,1,3,Tea,Brewed herbal tea,Peppermint,Large,3,May,Tuesday,8,2,5
89296,5/9/2023,9:32:40 AM,3,Astoria,45,1,3,Tea,Brewed herbal tea,Peppermint,Large,3,May,Tuesday,9,2,5
89621,5/9/2023,12:04:39 PM,3,Astoria,45,1,3,Tea,Brewed herbal tea,Peppermint,Large,3,May,Tuesday,12,2,5
90139,5/10/2023,7:24:26 AM,3,Astoria,45,1,3,Tea,Brewed herbal tea,Peppermint,Large,3,May,Wednesday,7,3,5
90480,5/10/2023,9:37:38 AM,3,Astoria,45,1,3,Tea,Brewed herbal tea,Peppermint,Large,3,May,Wednesday,9,3,5
90883,5/10/2023,2:03:46 PM,3,Astoria,45,1,3,Tea,Brewed herbal tea,Peppermint,Large,3,May,Wednesday,14,3,5
91547,5/11/2023,9:10:48 AM,3,Astoria,45,1,3,Tea,Brewed herbal tea,Peppermint,Large,3,May,Thursday,9,4,5
91589,5/11/2023,9:32:07 AM,3,Astoria,45,1,3,Tea,Brewed herbal tea,Peppermint,Large,3,May,Thursday,9,4,5
92137,5/11/2023,5:34:29 PM,3,Astoria,45,1,3,Tea,Brewed herbal tea,Peppermint,Large,3,May,Thursday,17,4,5
92201,5/11/2023,7:17:53 PM,3,Astoria,45,1,3,Tea,Brewed herbal tea,Peppermint,Large,3,May,Thursday,19,4,5
93940,5/13/2023,10:56:47 AM,3,Astoria,45,1,3,Tea,Brewed herbal tea,Peppermint,Large,3,May,Saturday,10,6,5
94229,5/13/2023,4:14:54 PM,3,Astoria,45,1,3,Tea,Brewed herbal tea,Peppermint,Large,3,May,Saturday,16,6,5
94304,5/13/2023,5:45:45 PM,3,Astoria,45,1,3,Tea,Brewed herbal tea,Peppermint,Large,3,May,Saturday,17,6,5
94563,5/14/2023,8:30:02 AM,3,Astoria,45,1,3,Tea,Brewed herbal tea,Peppermint,Large,3,May,Sunday,8,0,5
95249,5/14/2023,2:16:04 PM,3,Astoria,45,1,3,Tea,Brewed herbal tea,Peppermint,Large,3,May,Sunday,14,0,5
95638,5/15/2023,7:39:31 AM,3,Astoria,45,1,3,Tea,Brewed herbal tea,Peppermint,Large,3,May,Monday,7,1,5
95935,5/15/2023,9:32:07 AM,3,Astoria,45,1,3,Tea,Brewed herbal tea,Peppermint,Large,3,May,Monday,9,1,5
96150,5/15/2023,10:45:52 AM,3,Astoria,45,1,3,Tea,Brewed herbal tea,Peppermint,Large,3,May,Monday,10,1,5
96416,5/15/2023,3:00:09 PM,3,Astoria,45,1,3,Tea,Brewed herbal tea,Peppermint,Large,3,May,Monday,15,1,5
96458,5/15/2023,3:54:25 PM,3,Astoria,45,1,3,Tea,Brewed herbal tea,Peppermint,Large,3,May,Monday,15,1,5
97523,5/16/2023,1:33:56 PM,3,Astoria,45,1,3,Tea,Brewed herbal tea,Peppermint,Large,3,May,Tuesday,13,2,5
97759,5/16/2023,5:39:04 PM,3,Astoria,45,1,3,Tea,Brewed herbal tea,Peppermint,Large,3,May,Tuesday,17,2,5
98266,5/17/2023,9:26:25 AM,3,Astoria,45,1,3,Tea,Brewed herbal tea,Peppermint,Large,3,May,Wednesday,9,3,5
98318,5/17/2023,9:47:36 AM,3,Astoria,45,1,3,Tea,Brewed herbal tea,Peppermint,Large,3,May,Wednesday,9,3,5
98321,5/17/2023,9:49:01 AM,3,Astoria,45,1,3,Tea,Brewed herbal tea,Peppermint,Large,3,May,Wednesday,9,3,5
99379,5/18/2023,9:54:47 AM,3,Astoria,45,1,3,Tea,Brewed herbal tea,Peppermint,Large,3,May,Thursday,9,4,5
99628,5/18/2023,11:39:57 AM,3,Astoria,45,1,3,Tea,Brewed herbal tea,Peppermint,Large,3,May,Thursday,11,4,5
99775,5/18/2023,2:08:07 PM,3,Astoria,45,1,3,Tea,Brewed herbal tea,Peppermint,Large,3,May,Thursday,14,4,5
100005,5/18/2023,6:10:19 PM,3,Astoria,45,1,3,Tea,Brewed herbal tea,Peppermint,Large,3,May,Thursday,18,4,5
100263,5/19/2023,7:39:31 AM,3,Astoria,45,1,3,Tea,Brewed herbal tea,Peppermint,Large,3,May,Friday,7,5,5
100580,5/19/2023,9:32:07 AM,3,Astoria,45,1,3,Tea,Brewed herbal tea,Peppermint,Large,3,May,Friday,9,5,5
100602,5/19/2023,9:44:36 AM,3,Astoria,45,1,3,Tea,Brewed herbal tea,Peppermint,Large,3,May,Friday,9,5,5
100790,5/19/2023,10:45:52 AM,3,Astoria,45,1,3,Tea,Brewed herbal tea,Peppermint,Large,3,May,Friday,10,5,5
101094,5/19/2023,3:54:25 PM,3,Astoria,45,1,3,Tea,Brewed herbal tea,Peppermint,Large,3,May,Friday,15,5,5
101452,5/20/2023,8:21:01 AM,3,Astoria,45,1,3,Tea,Brewed herbal tea,Peppermint,Large,3,May,Saturday,8,6,5
101509,5/20/2023,8:34:24 AM,3,Astoria,45,1,3,Tea,Brewed herbal tea,Peppermint,Large,3,May,Saturday,8,6,5
101687,5/20/2023,9:20:53 AM,3,Astoria,45,1,3,Tea,Brewed herbal tea,Peppermint,Large,3,May,Saturday,9,6,5
101725,5/20/2023,9:29:37 AM,3,Astoria,45,1,3,Tea,Brewed herbal tea,Peppermint,Large,3,May,Saturday,9,6,5
101903,5/20/2023,10:25:13 AM,3,Astoria,45,1,3,Tea,Brewed herbal tea,Peppermint,Large,3,May,Saturday,10,6,5
101940,5/20/2023,10:36:00 AM,3,Astoria,45,1,3,Tea,Brewed herbal tea,Peppermint,Large,3,May,Saturday,10,6,5
101988,5/20/2023,10:53:45 AM,3,Astoria,45,1,3,Tea,Brewed herbal tea,Peppermint,Large,3,May,Saturday,10,6,5
102011,5/20/2023,11:25:36 AM,3,Astoria,45,1,3,Tea,Brewed herbal tea,Peppermint,Large,3,May,Saturday,11,6,5
102170,5/20/2023,2:54:24 PM,3,Astoria,45,1,3,Tea,Brewed herbal tea,Peppermint,Large,3,May,Saturday,14,6,5
102381,5/20/2023,7:13:31 PM,3,Astoria,45,1,3,Tea,Brewed herbal tea,Peppermint,Large,3,May,Saturday,19,6,5
102552,5/21/2023,8:17:01 AM,3,Astoria,45,1,3,Tea,Brewed herbal tea,Peppermint,Large,3,May,Sunday,8,0,5
